id,name,category,measure,date,non_compliance
MNG,Mongolia,Movement restrictions,International flights suspension,2020-03-11,
MNG,Mongolia,Movement restrictions,Visa restrictions,2020-03-11,
MNG,Mongolia,Movement restrictions,Border closure,2020-03-16,
MNG,Mongolia,Social distancing,Limit public gatherings,2020-03-16,
MNG,Mongolia,Social distancing,Schools closure,2020-01-27,
MNG,Mongolia,Public health measures,Strengthening the public health system,2020-01-01,Not available
MNG,Mongolia,Public health measures,Strengthening the public health system,2020-02-11,Not applicable
MNG,Mongolia,Social distancing,Limit public gatherings,2020-02-19,Not available
MNG,Mongolia,Governance and socio-economic measures,Military deployment,2020-02-20,Not applicable
MNG,Mongolia,Public health measures,Strengthening the public health system,2020-03-05,Not applicable
MNG,Mongolia,Public health measures,Strengthening the public health system,2020-03-04,Not applicable
MNG,Mongolia,Public health measures,Awareness campaigns,2020-03-11,Other (add in comments)
MNG,Mongolia,Movement restrictions,Domestic travel restrictions,2020-03-10,Not available
MNG,Mongolia,Movement restrictions,Domestic travel restrictions,2020-02-23,Not available
MNG,Mongolia,Public health measures,Strengthening the public health system,2020-03-17,Not available
MNG,Mongolia,Movement restrictions,Surveillance and monitoring,2020-03-19,Not available
MNG,Mongolia,Lockdown,Partial lockdown,2020-03-20,Not available
MNG,Mongolia,Movement restrictions,Surveillance and monitoring,2020-03-23,Arrest/Detention
MNG,Mongolia,Public health measures,Introduction of quarantine policies,2020-03-26,Arrest/Detention
MNG,Mongolia,Public health measures,Strengthening the public health system,2020-03-27,Not applicable
MNG,Mongolia,Governance and socio-economic measures,Economic measures,2020-03-27,Not applicable
MNE,Montenegro,Movement restrictions,International flights suspension,2020-03-16,
MNE,Montenegro,Movement restrictions,Border closure,2020-03-16,
MNE,Montenegro,Public health measures,Introduction of quarantine policies,2020-03-16,
MNE,Montenegro,Social distancing,Limit public gatherings,2020-03-16,
MNE,Montenegro,Social distancing,Public services closure,2020-03-18,
MNE,Montenegro,Public health measures,Introduction of quarantine policies,2020-03-19,Arrest/Detention
MNE,Montenegro,Social distancing,Schools closure,2020-03-16,
MNE,Montenegro,Movement restrictions,Surveillance and monitoring,2020-03-19,
MNE,Montenegro,Governance and socio-economic measures,Economic measures,2020-03-25,Not applicable
MNE,Montenegro,Public health measures,Strengthening the public health system,2020-03-25,Not applicable
MNE,Montenegro,Movement restrictions,International flights suspension,2020-03-25,Not applicable
MNE,Montenegro,Social distancing,Public services closure,2020-03-30,Up to detention
MNE,Montenegro,Governance and socio-economic measures,Military deployment,,
MNE,Montenegro,Movement restrictions,Curfews,2020-03-30,Up to detention
MNE,Montenegro,Movement restrictions,Curfews,2020-03-30,Up to detention
MNE,Montenegro,Social distancing,Limit public gatherings,2020-03-30,Up to detention
MNE,Montenegro,Movement restrictions,Domestic travel restrictions,,
MNE,Montenegro,Movement restrictions,Domestic travel restrictions,2020-02-04,Not applicable
MAR,Morocco,Movement restrictions,Border closure,2020-03-14,Not applicable
MAR,Morocco,Movement restrictions,International flights suspension,2020-03-15,
MAR,Morocco,Public health measures,Strengthening the public health system,2020-03-15,
MAR,Morocco,Governance and socio-economic measures,Economic measures,2020-03-15,
MAR,Morocco,Social distancing,Limit public gatherings,2020-03-16,
MAR,Morocco,Social distancing,Limit public gatherings,2020-03-16,
MAR,Morocco,Social distancing,Schools closure,2020-03-13,
MOZ,Mozambique,Public health measures,Introduction of quarantine policies,2020-03-13,Not applicable
MOZ,Mozambique,Movement restrictions,Visa restrictions,,Not applicable
MOZ,Mozambique,Public health measures,Introduction of quarantine policies,2020-03-23,
MOZ,Mozambique,Social distancing,Schools closure,2020-03-23,
MOZ,Mozambique,Movement restrictions,Visa restrictions,2020-03-23,
MOZ,Mozambique,Social distancing,Limit public gatherings,2020-03-23,
MOZ,Mozambique,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-23,
MOZ,Mozambique,Public health measures,Health screenings in airports and border crossings,2020-03-24,Not available
MOZ,Mozambique,Governance and socio-economic measures,Economic measures,2020-03-23,Not applicable
MOZ,Mozambique,Governance and socio-economic measures,Economic measures,2020-03-25,Not applicable
MOZ,Mozambique,Governance and socio-economic measures,State of emergency declared,2020-04-01,Not applicable
MOZ,Mozambique,Public health measures,Introduction of quarantine policies,2020-03-24,Not available
MOZ,Mozambique,Social distancing,Limit public gatherings,2020-03-27,Not available
MOZ,Mozambique,Movement restrictions,Domestic travel restrictions,2020-04-01,Not available
MOZ,Mozambique,Social distancing,Limit public gatherings,2020-04-01,Not available
MOZ,Mozambique,Movement restrictions,Border closure,2020-04-01,Not available
MOZ,Mozambique,Governance and socio-economic measures,Economic measures,2020-04-01,Not applicable
MOZ,Mozambique,Public health measures,Strengthening the public health system,2020-04-01,Not applicable
MOZ,Mozambique,Governance and socio-economic measures,Economic measures,2020-03-31,Not available
MOZ,Mozambique,Social distancing,Changes in prison-related policies,2020-03-30,Not applicable
MOZ,Mozambique,Governance and socio-economic measures,Economic measures,2020-04-01,Not available
MOZ,Mozambique,Movement restrictions,Visa restrictions,2020-04-01,Refusal to enter the country
MOZ,Mozambique,Social distancing,Schools closure,2020-04-01,Not applicable
MOZ,Mozambique,Social distancing,Limit public gatherings,2020-04-01,Arrest/Detention
MOZ,Mozambique,Public health measures,Strengthening the public health system,2020-03-30,Not available
MOZ,Mozambique,Public health measures,Introduction of quarantine policies,2020-04-01,Arrest/Detention
MOZ,Mozambique,Public health measures,Strengthening the public health system,2020-04-01,Not available
MOZ,Mozambique,Movement restrictions,Domestic travel restrictions,2020-04-01,Arrest/Detention
MOZ,Mozambique,Governance and socio-economic measures,Economic measures,2020-04-01,Not available
MOZ,Mozambique,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-04-01,Not applicable
MOZ,Mozambique,Public health measures,General recommendations,2020-04-01,Not applicable
MOZ,Mozambique,Movement restrictions,Curfews,2020-04-01,Not applicable
MOZ,Mozambique,Social distancing,Limit public gatherings,2020-04-01,Arrest/Detention
MOZ,Mozambique,Social distancing,Limit public gatherings,2020-04-01,Not available
MOZ,Mozambique,Social distancing,Limit public gatherings,2020-04-01,Not available
MOZ,Mozambique,Movement restrictions,Domestic travel restrictions,2020-04-01,Arrest/Detention
MOZ,Mozambique,Movement restrictions,Visa restrictions,2020-04-01,Not applicable
MMR,Myanmar,Movement restrictions,Visa restrictions,2020-03-15,
MMR,Myanmar,Public health measures,Introduction of quarantine policies,2020-03-15,
MMR,Myanmar,Social distancing,Limit public gatherings,2020-03-13,
MMR,Myanmar,Movement restrictions,Additional health/documents requirements upon arrival,2020-03-25,Not available
MMR,Myanmar,Movement restrictions,Border closure,2020-03-25,Not available
MMR,Myanmar,Movement restrictions,Visa restrictions,2020-03-29,Not available
MMR,Myanmar,Public health measures,Introduction of quarantine policies,2020-03-25,Not available
MMR,Myanmar,Movement restrictions,International flights suspension,2020-03-30,Not available
NAM,Namibia,Public health measures,Introduction of quarantine policies,,Not applicable
NAM,Namibia,Movement restrictions,International flights suspension,2020-03-14,Not applicable
NAM,Namibia,Social distancing,Limit public gatherings,2020-03-14,
NAM,Namibia,Social distancing,Limit public gatherings,2020-03-14,
NAM,Namibia,Movement restrictions,Domestic travel restrictions,2020-03-14,
NAM,Namibia,Governance and socio-economic measures,State of emergency declared,2020-03-17,
NAM,Namibia,Movement restrictions,Visa restrictions,2020-03-17,
NAM,Namibia,Movement restrictions,Domestic travel restrictions,2020-03-17,
NAM,Namibia,Social distancing,Public services closure,2020-03-17,
NAM,Namibia,Movement restrictions,International flights suspension,2020-03-17,
NAM,Namibia,Public health measures,Health screenings in airports and border crossings,2020-03-17,
NAM,Namibia,Public health measures,Introduction of quarantine policies,2020-03-17,
NAM,Namibia,Social distancing,Limit public gatherings,2020-03-17,
NAM,Namibia,Public health measures,Psychological assistance and medical social work,2020-03-17,
NAM,Namibia,Public health measures,General recommendations,2020-03-17,
NAM,Namibia,Social distancing,Limit public gatherings,2020-03-17,
NAM,Namibia,Public health measures,Strengthening the public health system,2020-03-17,
NAM,Namibia,Public health measures,Awareness campaigns,2020-03-17,
NAM,Namibia,Public health measures,General recommendations,2020-03-17,
NAM,Namibia,Public health measures,General recommendations,2020-03-17,
NAM,Namibia,Social distancing,Schools closure,2020-03-16,
NAM,Namibia,Social distancing,Limit public gatherings,2020-03-14,
NAM,Namibia,Public health measures,Amendments to funeral and burial regulations,2020-03-17,
NAM,Namibia,Movement restrictions,Border closure,2020-03-24,Not applicable
NAM,Namibia,Lockdown,Partial lockdown,2020-03-28,Fines
NAM,Namibia,Lockdown,Partial lockdown,2020-03-28,Fines
NAM,Namibia,Social distancing,Public services closure,2020-03-24,Not applicable
NAM,Namibia,Social distancing,Public services closure,2020-03-25,Not applicable
NAM,Namibia,Social distancing,Public services closure,2020-03-28,
NAM,Namibia,Governance and socio-economic measures,Economic measures,2020-04-02,
NAM,Namibia,Governance and socio-economic measures,Economic measures,2020-04-02,
NAM,Namibia,Governance and socio-economic measures,Economic measures,2020-04-02,
NAM,Namibia,Governance and socio-economic measures,Economic measures,2020-04-02,
NAM,Namibia,Governance and socio-economic measures,Economic measures,2020-04-02,
NAM,Namibia,Governance and socio-economic measures,Economic measures,2020-04-02,
NPL,Nepal,Movement restrictions,Visa restrictions,2020-03-14,Not applicable
NPL,Nepal,Social distancing,Limit public gatherings,2020-03-10,Not applicable
NPL,Nepal,Public health measures,Introduction of quarantine policies,2020-03-14,Not applicable
NPL,Nepal,Movement restrictions,Border closure,2020-03-14,Not applicable
NPL,Nepal,Public health measures,General recommendations,2020-03-05,Not applicable
NPL,Nepal,Public health measures,Introduction of quarantine policies,2020-03-13,Not available
NPL,Nepal,Movement restrictions,Visa restrictions,2020-03-15,Not applicable
NPL,Nepal,Movement restrictions,International flights suspension,2020-03-22,Not applicable
NPL,Nepal,Movement restrictions,Domestic travel restrictions,2020-03-23,Not applicable
NPL,Nepal,Movement restrictions,Border closure,2020-03-18,Not applicable
NPL,Nepal,Public health measures,Health screenings in airports and border crossings,2020-03-23,Refusal to enter the country
NPL,Nepal,Public health measures,General recommendations,2020-03-23,Not available
NPL,Nepal,Social distancing,Limit public gatherings,2020-03-23,Not available
NPL,Nepal,Movement restrictions,Visa restrictions,2020-03-07,Not applicable
NPL,Nepal,Public health measures,Strengthening the public health system,2020-03-18,Not applicable
NPL,Nepal,Movement restrictions,Visa restrictions,2020-03-14,Refusal to enter the country
NPL,Nepal,Movement restrictions,Visa restrictions,2020-03-14,Refusal to enter the country
NPL,Nepal,Movement restrictions,Visa restrictions,2020-03-14,Not available
NPL,Nepal,Public health measures,Strengthening the public health system,2020-03-09,Not applicable
NPL,Nepal,Movement restrictions,Border closure,2020-03-18,Not available
NPL,Nepal,Movement restrictions,Additional health/documents requirements upon arrival,2020-03-13,Refusal to enter the country
NPL,Nepal,Movement restrictions,Visa restrictions,2020-03-21,Not applicable
NPL,Nepal,Lockdown,Full lockdown,2020-03-24,Arrest/Detention
NPL,Nepal,Public health measures,Health screenings in airports and border crossings,2020-03-23,Refusal to enter the country
NPL,Nepal,Governance and socio-economic measures,Limit product imports/exports,2020-03-24,Not applicable
NPL,Nepal,Movement restrictions,Domestic travel restrictions,2020-03-24,Arrest/Detention
NPL,Nepal,Social distancing,Public services closure,2020-03-24,Arrest/Detention
NPL,Nepal,Movement restrictions,International flights suspension,2020-03-29,Not applicable
NPL,Nepal,Lockdown,Partial lockdown,2020-03-29,Not applicable
NPL,Nepal,Public health measures,Introduction of quarantine policies,2020-03-29,Arrest/Detention
